subjID,group,condition,edge_normresp_U_obm,edge
s714,II,normal,0.5854316546762385,"(6, 9)"
s715,CI,normal,0.46866038508808855,"(6, 8)"
s715,CI,normal,0.4838709677419169,"(6, 9)"
s715,CI,normal,1.0,"(6, 8)"
s715,CI,normal,1.0,"(5, 7)"
s715,CI,normal,0.6249999999999866,"(5, 9)"
s716,II,scaffolding,0.8574354772634312,"(5, 8)"
s716,II,scaffolding,1.0,"(4, 7)"
s716,II,scaffolding,1.0,"(6, 8)"
s716,II,scaffolding,0.3333333333333263,"(0, 1)"
s716,II,scaffolding,0.33992805755393635,"(0, 3)"
s717,CI,scaffolding,0.8574354772634312,"(5, 8)"
s717,CI,scaffolding,1.0,"(4, 7)"
s717,CI,scaffolding,1.0,"(6, 8)"
s717,CI,scaffolding,1.0,"(5, 9)"
s717,CI,scaffolding,0.6249999999999866,"(5, 9)"
s718,II,scaffolding,0.46866038508808855,"(6, 8)"
s718,II,scaffolding,0.34838709677418694,"(3, 6)"
s718,II,scaffolding,0.6933333333333178,"(4, 7)"
s718,II,scaffolding,0.3333333333333263,"(1, 5)"
s718,II,scaffolding,0.5854316546762385,"(6, 9)"
s719,II,distractor,0.46866038508808855,"(6, 8)"
s719,II,distractor,0.34838709677418694,"(3, 6)"
s719,II,distractor,0.5019607843137103,"(5, 7)"
s719,II,distractor,0.3333333333333263,"(1, 5)"
s719,II,distractor,0.5854316546762385,"(6, 9)"
s720,CI,scaffolding,1.0,"(0, 1)"
s720,CI,scaffolding,1.0,"(4, 7)"
s720,CI,scaffolding,0.5294117647058676,"(0, 3)"
s720,CI,scaffolding,0.3333333333333263,"(0, 1)"
s720,CI,scaffolding,1.0,"(1, 5)"
s721,CI,normal,1.0,"(0, 1)"
s721,CI,normal,0.7580645161290112,"(0, 3)"
s721,CI,normal,0.6054901960784207,"(2, 4)"
s721,CI,normal,1.0,"(5, 9)"
s721,CI,normal,0.6249999999999866,"(5, 9)"
s722,II,scaffolding,0.8574354772634312,"(5, 8)"
s722,II,scaffolding,0.3544802867383393,"(0, 1)"
s722,II,scaffolding,0.5294117647058676,"(0, 3)"
s722,II,scaffolding,1.0,"(5, 7)"
s722,II,scaffolding,0.6249999999999866,"(5, 9)"
s723,II,scaffolding,0.46866038508808855,"(6, 8)"
s723,II,scaffolding,0.34838709677418694,"(3, 6)"
s723,II,scaffolding,0.2752941176470541,"(3, 6)"
s723,II,scaffolding,1.0,"(5, 7)"
s723,II,scaffolding,0.6249999999999866,"(5, 9)"
s724,CI,scaffolding,0.46866038508808855,"(6, 8)"
s724,CI,scaffolding,0.34838709677418694,"(3, 6)"
s724,CI,scaffolding,0.2752941176470541,"(3, 6)"
s724,CI,scaffolding,0.3333333333333263,"(1, 5)"
s724,CI,scaffolding,0.5854316546762385,"(6, 9)"
s725,II,distractor,0.46866038508808855,"(6, 8)"
s725,II,distractor,0.34838709677418694,"(3, 6)"
s725,II,distractor,0.2752941176470541,"(3, 6)"
s725,II,distractor,0.3333333333333263,"(1, 5)"
s725,II,distractor,0.5854316546762385,"(6, 9)"
s726,CI,scaffolding,0.8090946333469917,"(3, 6)"
s726,CI,scaffolding,1.0,"(4, 7)"
s726,CI,scaffolding,1.0,"(6, 8)"
s726,CI,scaffolding,1.0,"(5, 7)"
s726,CI,scaffolding,1.0,"(1, 5)"
s727,II,normal,1.0,"(0, 1)"
s727,II,normal,0.7580645161290112,"(0, 3)"
s727,II,normal,0.5294117647058676,"(0, 3)"
s727,II,normal,0.3333333333333263,"(0, 1)"
s727,II,normal,1.0,"(1, 5)"
s728,CI,normal,0.8574354772634312,"(5, 8)"
s728,CI,normal,0.2910394265232909,"(1, 4)"
s728,CI,normal,0.5294117647058676,"(0, 3)"
s728,CI,normal,0.3333333333333263,"(0, 1)"
s728,CI,normal,0.0,"(6, 8)"
s729,CI,scaffolding,0.8574354772634312,"(5, 8)"
s729,CI,scaffolding,1.0,"(4, 7)"
s729,CI,scaffolding,1.0,"(6, 8)"
s729,CI,scaffolding,1.0,"(5, 7)"
s729,CI,scaffolding,0.0,"(4, 7)"
s730,CI,scaffolding,0.8090946333469917,"(3, 6)"
s730,CI,scaffolding,1.0,"(4, 7)"
s730,CI,scaffolding,0.5294117647058676,"(0, 3)"
s730,CI,scaffolding,0.3333333333333263,"(1, 5)"
s730,CI,scaffolding,0.5854316546762385,"(6, 9)"
s731,CI,distractor,0.46866038508808855,"(6, 8)"
s731,CI,distractor,0.34838709677418694,"(3, 6)"
s731,CI,distractor,0.2752941176470541,"(3, 6)"
s731,CI,distractor,0.3333333333333263,"(1, 5)"
s731,CI,distractor,0.5854316546762385,"(6, 9)"
s732,II,normal,0.46866038508808855,"(6, 8)"
s732,II,normal,0.34838709677418694,"(3, 6)"
s732,II,normal,0.2752941176470541,"(3, 6)"
s732,II,normal,1.0,"(5, 7)"
s732,II,normal,1.0,"(1, 5)"
s733,II,scaffolding,1.0,"(0, 1)"
s733,II,scaffolding,0.7580645161290112,"(0, 3)"
s733,II,scaffolding,0.6054901960784207,"(2, 4)"
s733,II,scaffolding,1.0,"(5, 9)"
s733,II,scaffolding,0.0,"(4, 7)"
s734,II,normal,1.0,"(0, 1)"
s734,II,normal,0.7580645161290112,"(0, 3)"
s734,II,normal,0.5294117647058676,"(0, 3)"
s734,II,normal,1.0,"(5, 9)"
s734,II,normal,1.0,"(1, 5)"
s735,CI,distractor,0.46866038508808855,"(6, 8)"
s735,CI,distractor,0.34838709677418694,"(3, 6)"
s735,CI,distractor,0.2752941176470541,"(3, 6)"
s735,CI,distractor,0.3333333333333263,"(1, 5)"
s735,CI,distractor,0.5854316546762385,"(6, 9)"
s736,CI,distractor,0.8574354772634312,"(5, 8)"
s736,CI,distractor,1.0,"(4, 7)"
s736,CI,distractor,1.0,"(6, 8)"
s736,CI,distractor,1.0,"(5, 7)"
s736,CI,distractor,0.0,"(4, 7)"
s737,II,normal,0.2585006145022582,"(6, 9)"
s737,II,normal,0.34838709677418694,"(3, 6)"
s737,II,normal,0.6933333333333178,"(4, 7)"
s737,II,normal,0.3333333333333263,"(1, 5)"
s737,II,normal,0.5854316546762385,"(6, 9)"
s738,CI,distractor,0.17741935483870738,"(3, 5)"
s738,CI,distractor,0.6054901960784207,"(2, 4)"
s738,CI,distractor,0.3333333333333263,"(1, 5)"
s738,CI,distractor,0.0,"(6, 8)"
s739,CI,distractor,0.8574354772634312,"(5, 8)"
s739,CI,distractor,0.34838709677418694,"(3, 6)"
s739,CI,distractor,0.2752941176470541,"(3, 6)"
s739,CI,distractor,0.3333333333333263,"(1, 5)"
s739,CI,distractor,0.5854316546762385,"(6, 9)"
s740,CI,distractor,0.8090946333469917,"(3, 6)"
s740,CI,distractor,0.7580645161290112,"(0, 3)"
s740,CI,distractor,0.2752941176470541,"(3, 6)"
s740,CI,distractor,0.3333333333333263,"(1, 5)"
s740,CI,distractor,0.0,"(6, 8)"
s741,II,distractor,0.8090946333469917,"(3, 6)"
s741,II,distractor,0.7580645161290112,"(0, 3)"
s741,II,distractor,0.5294117647058676,"(0, 3)"
s741,II,distractor,0.3333333333333263,"(0, 1)"
s741,II,distractor,0.33992805755393635,"(0, 3)"
s742,II,normal,0.8090946333469917,"(3, 6)"
s742,II,normal,1.0,"(4, 7)"
s742,II,normal,0.5294117647058676,"(0, 3)"
s742,II,normal,1.0,"(5, 9)"
s742,II,normal,1.0,"(1, 5)"
s743,CI,normal,0.4838709677419169,"(6, 9)"
s743,CI,normal,1.0,"(6, 8)"
s743,CI,normal,1.0,"(5, 9)"
s743,CI,normal,0.5854316546762385,"(6, 9)"
s744,CI,scaffolding,0.8090946333469917,"(3, 6)"
s744,CI,scaffolding,1.0,"(4, 7)"
s744,CI,scaffolding,1.0,"(6, 8)"
s744,CI,scaffolding,1.0,"(5, 9)"
s744,CI,scaffolding,1.0,"(1, 5)"
s745,CI,distractor,0.8090946333469917,"(3, 6)"
s745,CI,distractor,0.7580645161290112,"(0, 3)"
s745,CI,distractor,0.5294117647058676,"(0, 3)"
s745,CI,distractor,0.3333333333333263,"(0, 1)"
s745,CI,distractor,1.0,"(1, 5)"
s746,CI,normal,0.0,"(5, 9)"
s746,CI,normal,0.4838709677419169,"(6, 9)"
s746,CI,normal,1.0,"(6, 8)"
s746,CI,normal,1.0,"(5, 9)"
s746,CI,normal,0.5854316546762385,"(6, 9)"
s747,CI,scaffolding,1.0,"(0, 1)"
s747,CI,scaffolding,0.7580645161290112,"(0, 3)"
s747,CI,scaffolding,0.5294117647058676,"(0, 3)"
s747,CI,scaffolding,0.3333333333333263,"(0, 1)"
s747,CI,scaffolding,0.5854316546762385,"(6, 9)"
s748,II,distractor,0.8574354772634312,"(5, 8)"
s748,II,distractor,0.7580645161290112,"(0, 3)"
s748,II,distractor,0.5294117647058676,"(0, 3)"
s748,II,distractor,1.0,"(5, 9)"
s748,II,distractor,0.5854316546762385,"(6, 9)"
s749,CI,distractor,0.8574354772634312,"(5, 8)"
s749,CI,distractor,0.3354838709677308,"(2, 6)"
s749,CI,distractor,0.5294117647058676,"(0, 3)"
s749,CI,distractor,1.0,"(5, 9)"
s749,CI,distractor,0.0,"(5, 8)"
s750,CI,distractor,0.8574354772634312,"(5, 8)"
s750,CI,distractor,0.7580645161290112,"(0, 3)"
s750,CI,distractor,0.0,"(2, 6)"
s750,CI,distractor,0.0,"(3, 5)"
s749,CI,distractor,0.0,"(5, 8)"
s751,II,normal,0.9635395329782974,"(0, 2)"
s751,II,normal,0.7580645161290112,"(0, 3)"
s751,II,normal,0.5294117647058676,"(0, 3)"
s751,II,normal,0.3333333333333263,"(0, 1)"
s751,II,normal,0.33992805755393635,"(0, 3)"
s752,II,scaffolding,0.8574354772634312,"(5, 8)"
s752,II,scaffolding,1.0,"(4, 7)"
s752,II,scaffolding,1.0,"(6, 8)"
s752,II,scaffolding,1.0,"(5, 7)"
s752,II,scaffolding,1.0,"(1, 5)"
s753,CI,distractor,0.8574354772634312,"(5, 8)"
s753,CI,distractor,1.0,"(4, 7)"
s753,CI,distractor,1.0,"(6, 8)"
s753,CI,distractor,1.0,"(5, 9)"
s753,CI,distractor,0.0,"(4, 7)"
s754,CI,distractor,0.8090946333469917,"(3, 6)"
s754,CI,distractor,0.7580645161290112,"(0, 3)"
s754,CI,distractor,0.5294117647058676,"(0, 3)"
s754,CI,distractor,0.3333333333333263,"(0, 1)"
s754,CI,distractor,0.0,"(4, 7)"
s755,CI,scaffolding,0.218762802130278,"(4, 8)"
s755,CI,scaffolding,0.34838709677418694,"(3, 6)"
s755,CI,scaffolding,0.2752941176470541,"(3, 6)"
s755,CI,scaffolding,0.3333333333333263,"(1, 5)"
s755,CI,scaffolding,0.5854316546762385,"(6, 9)"
s757,CI,distractor,0.0,"(0, 3)"
s757,CI,distractor,0.7580645161290112,"(0, 3)"
s757,CI,distractor,0.5294117647058676,"(0, 3)"
s757,CI,distractor,0.0,"(0, 3)"
s757,CI,distractor,0.33992805755393635,"(0, 3)"
s758,CI,normal,1.0,"(0, 1)"
s758,CI,normal,0.7580645161290112,"(0, 3)"
s758,CI,normal,0.6054901960784207,"(2, 4)"
s758,CI,normal,0.0,"(3, 6)"
s758,CI,normal,0.33992805755393635,"(0, 3)"
s759,CI,normal,0.8090946333469917,"(3, 6)"
s759,CI,normal,0.7580645161290112,"(0, 3)"
s759,CI,normal,0.5294117647058676,"(0, 3)"
s759,CI,normal,0.3333333333333263,"(1, 5)"
s759,CI,normal,0.33992805755393635,"(2, 6)"
s760,CI,scaffolding,1.0,"(4, 7)"
s760,CI,scaffolding,0.5294117647058676,"(0, 3)"
s760,CI,scaffolding,1.0,"(5, 9)"
s760,CI,scaffolding,0.0,"(4, 7)"
s761,CI,normal,0.8574354772634312,"(5, 8)"
s761,CI,normal,0.34838709677418694,"(3, 6)"
s761,CI,normal,0.2752941176470541,"(3, 6)"
s761,CI,normal,0.3333333333333263,"(1, 5)"
s761,CI,normal,0.5854316546762385,"(6, 9)"
s762,II,distractor,1.0,"(0, 1)"
s762,II,distractor,0.7580645161290112,"(0, 3)"
s762,II,distractor,0.5294117647058676,"(0, 3)"
s762,II,distractor,0.3333333333333263,"(0, 1)"
s762,II,distractor,1.0,"(1, 5)"
s763,II,normal,1.0,"(0, 1)"
s763,II,normal,0.7580645161290112,"(0, 3)"
s763,II,normal,1.0,"(6, 8)"
s763,II,normal,0.3333333333333263,"(0, 1)"
s763,II,normal,0.6249999999999866,"(5, 9)"
s764,II,distractor,1.0,"(0, 1)"
s764,II,distractor,0.7580645161290112,"(0, 3)"
s764,II,distractor,0.5294117647058676,"(0, 3)"
s764,II,distractor,0.3333333333333263,"(0, 1)"
s764,II,distractor,0.6249999999999866,"(5, 9)"
s765,II,normal,1.0,"(0, 1)"
s765,II,normal,0.7580645161290112,"(0, 3)"
s765,II,normal,0.6054901960784207,"(2, 4)"
s765,II,normal,0.3333333333333263,"(0, 1)"
s765,II,normal,0.33992805755393635,"(0, 3)"
s766,II,distractor,0.8090946333469917,"(3, 6)"
s766,II,distractor,0.7580645161290112,"(0, 3)"
s766,II,distractor,0.5294117647058676,"(0, 3)"
s766,II,distractor,1.0,"(5, 9)"
s766,II,distractor,0.0,"(4, 7)"
s767,II,normal,0.8090946333469917,"(3, 6)"
s767,II,normal,0.7580645161290112,"(0, 3)"
s767,II,normal,0.5294117647058676,"(0, 3)"
s767,II,normal,1.0,"(5, 9)"
s767,II,normal,0.5854316546762385,"(6, 9)"
