,subjID,edgeRT,model,trial,group,condition,block,logRT_ms
1825,s365,10499.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.259035293514941
1826,s366,2940.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,7.986164860332727
1827,s366,5225.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.561210076833012
1828,s366,2116.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,7.65728279297819
1829,s366,3042.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,8.020270472819238
1830,s366,2928.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,7.982074875081202
1831,s367,10337.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.243484970568485
1832,s367,5288.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.573195381531523
1833,s367,4403.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.390041405755754
1834,s367,9969.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,9.207235557022704
1835,s367,10468.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.256078263650036
1836,s368,4671.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,8.449128460502108
1837,s368,8875.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,9.090993614343617
1838,s368,8081.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,8.997270906233448
1839,s368,6705.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,8.81060879571578
1840,s368,5584.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,8.627660644442209
1841,s369,13509.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.51111140896968
1842,s369,3923.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.274611946209552
1843,s369,2853.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,7.9561263512135
1844,s369,2992.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.003697339094368
1845,s369,19282.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.866927297224326
1846,s370,6477.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,8.776012719182917
1847,s370,6971.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.849513965486398
1848,s370,2877.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,7.964503363551548
1849,s370,6311.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,8.75004942158424
1850,s370,3425.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,8.138856750696325
1851,s371,3613.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,8.19229373114764
1852,s371,3460.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.14902386805177
1853,s371,3037.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.01862546504575
1854,s371,2750.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,7.919356190660617
1855,s371,5567.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,8.624611588183507
1856,s372,8315.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.025816391627028
1857,s372,8619.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,9.061724347647399
1858,s372,15321.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,9.636979715315753
1859,s372,3571.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.18060094759445
1860,s372,8881.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.091669442258505
1861,s373,20664.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.936148334775677
1862,s373,15072.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.620593996816144
1863,s373,11904.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.384629757072872
1864,s373,7873.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.971194463184467
1865,s373,22080.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,10.00242750039103
1866,s374,22810.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,10.034954315278434
1867,s374,8846.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.087720658428273
1868,s374,7594.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.935113740791747
1869,s374,13931.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.541871851706224
1870,s374,17415.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.765087182800102
1871,s375,10321.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,9.241935933565934
1872,s375,14313.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,9.568923494184217
1873,s375,12001.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,9.392745258631441
1874,s375,7719.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,8.951440100949855
1875,s376,4283.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,8.36240897761537
1876,s376,3647.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,8.20166019080868
1877,s376,2266.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,7.725771441587952
1878,s376,2873.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,7.96311205897929
1879,s376,2176.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,7.685243607975833
1880,s377,29823.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,10.303035186880255
1881,s377,12841.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,9.460398455831275
1882,s377,12733.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,9.451952327573435
1883,s377,12209.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,9.409928663668856
1884,s377,32233.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,10.380746051458171
1885,s378,6551.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,8.787372988731876
1886,s378,2984.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,8.001019961323651
1887,s378,4059.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,8.308691916838898
1888,s378,2725.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,7.9102237070973445
1889,s378,4677.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,8.450412157725886
1890,s379,5116.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,8.540128162698734
1891,s379,3431.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,8.14060704285845
1892,s379,4147.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,8.330140460246382
1893,s379,2998.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,8.005700678662542
1894,s379,4959.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,8.508959386489133
1895,s380,10683.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,9.276408971945887
1896,s380,5279.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,8.571491964823617
1897,s380,3000.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,8.006367567650246
1898,s380,5814.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,8.668024081118821
1899,s380,6749.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,8.817149624743406
1900,s381,6019.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,8.70267641154777
1901,s381,5948.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,8.690810307580046
1902,s381,2954.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,7.9909154630913255
1903,s381,8843.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,9.087381464575735
1904,s381,5022.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,8.52158353971753
1905,s382,6434.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,8.769351707798972
1906,s382,4330.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.373322820996535
1907,s382,3985.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.290292591224315
1908,s382,4082.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.31434234336979
1909,s382,2875.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,7.963807953231451
1910,s383,10607.0,Reward Heuristic,15.0,Congruent,Inference Scaffolding,test,9.26926943950547
1911,s383,4081.0,Reward Heuristic,16.0,Congruent,Inference Scaffolding,test,8.314097335405807
1912,s383,2985.0,Reward Heuristic,17.0,Congruent,Inference Scaffolding,test,8.001355025826703
1913,s383,3352.0,Reward Heuristic,18.0,Congruent,Inference Scaffolding,test,8.117312461601975
1914,s383,3333.0,Reward Heuristic,19.0,Congruent,Inference Scaffolding,test,8.11162807830774
1915,s384,2899.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,7.972121128921655
1916,s384,2156.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,7.6760099320288875
1917,s384,6411.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,8.765770543987257
1918,s384,2983.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,8.000684784514748
1919,s384,12294.0,Reward Heuristic,19.0,Incongruent,No Scaffolding,test,9.416866617466955
1920,s385,9484.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,9.157361447185297
1921,s385,7205.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,8.882530508433623
1922,s385,8881.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,9.091669442258505
1923,s385,6020.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,8.702842538302868
1924,s385,15701.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,9.661479683575521
1925,s386,10310.0,Bayes Optimal Teacher,14.0,Incongruent,Reward Scaffolding,test,9.240869577011006
1926,s386,23631.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,10.070314688371434
1927,s386,18039.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,9.800291359707678
1928,s386,12280.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,9.415727201701133
1929,s386,39094.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,10.573724281512968
1930,s387,10927.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.298992069570746
1931,s387,14557.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,9.585827256564661
1932,s387,5924.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.68676717538769
1933,s387,4867.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,8.490233009833455
1934,s387,29603.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,10.295630986527803
1935,s388,18586.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.830163888117285
1936,s388,27372.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,10.217275872072388
1937,s388,24424.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,10.103321534414714
1938,s388,15481.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,9.647368744540465
1939,s388,23379.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,10.059593462511671
1940,s389,11311.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.33353098253138
1941,s389,14747.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,9.598794951250941
1942,s389,4954.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.507950610049305
1943,s389,7674.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,8.945593270806897
1944,s389,7939.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,8.979542601725113
1945,s390,3410.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,8.134467570277563
1946,s390,4343.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.376320632534823
1947,s390,5098.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.53660358493606
1948,s390,5872.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,8.677950570294351
1949,s390,6731.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,8.814479000010714
1950,s392,6473.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,8.77539495854551
1951,s392,10905.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,9.29697667863573
1952,s392,14794.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,9.601976972147813
1953,s392,12050.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,9.396819938918801
1954,s392,16393.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,9.704609693426455
1955,s393,34040.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,10.435291582687311
1956,s393,21823.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,9.990719738479
1957,s393,12063.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,9.397898195565384
1958,s393,9750.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,9.185022563991893
1959,s393,37143.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,10.522530607088802
1960,s394,3065.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,8.027802848370312
1961,s394,3293.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.099554282376364
1962,s394,15295.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,9.635281256585003
1963,s394,4983.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,8.513787398281405
1964,s394,25826.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,10.159137015406596
1965,s395,33484.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,10.418822991779948
1966,s395,12377.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.423595190540022
1967,s395,13788.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.531553927636756
1968,s395,5838.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.67214355141406
1969,s395,24229.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,10.095305541807429
1970,s396,14061.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,9.551160286590816
1971,s396,33136.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,10.408375583635365
1972,s396,13162.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,9.485089169016064
1973,s396,13160.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.484937204879309
1974,s396,31277.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,10.3506382821314
1975,s397,7587.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,8.934191535338075
1976,s397,6088.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.714074899541522
1977,s397,7598.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.935640333747571
1978,s397,1903.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,7.551186867296149
1979,s397,20828.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.944053514282789
1980,s398,7477.0,Reward Heuristic,15.0,Congruent,Inference Scaffolding,test,8.919586920999915
1981,s398,13614.0,Reward Heuristic,16.0,Congruent,Inference Scaffolding,test,9.518853954007897
1982,s398,8348.0,Reward Heuristic,17.0,Congruent,Inference Scaffolding,test,9.029777268197092
1983,s398,4253.0,Reward Heuristic,18.0,Congruent,Inference Scaffolding,test,8.355379895253634
1984,s398,3052.0,Reward Heuristic,19.0,Congruent,Inference Scaffolding,test,8.023552392404348
1985,s399,4015.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,8.297792626380861
1986,s399,3705.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,8.217438537730187
1987,s399,3103.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,8.04012466444838
1988,s399,2085.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,7.642524134232902
1989,s399,10212.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,9.231318778361375
1990,s400,8323.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.026778045746095
1991,s400,33155.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,10.408948813802969
1992,s400,16588.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,9.716434821366272
1993,s400,15577.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,9.653550746326605
1994,s400,20726.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.939144229744162
1995,s401,14574.0,Reward Heuristic,13.0,Congruent,Reward Scaffolding,test,9.586994398230228
1996,s401,8695.0,Reward Heuristic,14.0,Congruent,Reward Scaffolding,test,9.070503426788383
1997,s401,4748.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,8.465478755729558
1998,s401,2072.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,7.6362696033793735
1999,s401,3568.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,8.1797604936999
2000,s402,3973.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,8.287276755814599
2001,s402,4259.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.356789669923213
2002,s402,7437.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.9142228207033
2003,s402,6701.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,8.81001204797317
2004,s402,7102.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,8.868131713503033
2005,s404,16170.0,Reward Heuristic,15.0,Incongruent,Inference Scaffolding,test,9.690912952571152
2006,s404,23250.0,Reward Heuristic,16.0,Incongruent,Inference Scaffolding,test,10.054060411015502
2007,s404,16081.0,Reward Heuristic,17.0,Incongruent,Inference Scaffolding,test,9.685393729854024
2008,s404,6242.0,Reward Heuristic,18.0,Incongruent,Inference Scaffolding,test,8.739055922830724
2009,s404,3977.0,Reward Heuristic,19.0,Incongruent,Inference Scaffolding,test,8.28828304520769
2010,s405,9034.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.108750516214549
2011,s405,5233.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.562740006372207
2012,s405,6514.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,8.781708985836179
2013,s405,13705.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,9.525516008736886
2014,s405,7721.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,8.951699168308815
2015,s406,6025.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,8.703672758358856
2016,s406,8193.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,9.011035410141815
2017,s406,6657.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.803424211600703
2018,s406,5769.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.660254034256889
2019,s406,20249.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.915860688599269
2020,s407,5273.0,Reward Heuristic,15.0,Incongruent,Inference Scaffolding,test,8.57035473953047
2021,s407,5920.0,Reward Heuristic,16.0,Incongruent,Inference Scaffolding,test,8.68609172787805
2022,s407,12382.0,Reward Heuristic,17.0,Incongruent,Inference Scaffolding,test,9.423999084079178
2023,s407,2137.0,Reward Heuristic,18.0,Incongruent,Inference Scaffolding,test,7.667158255319148
2024,s407,14710.0,Reward Heuristic,19.0,Incongruent,Inference Scaffolding,test,9.596282813595483
2025,s408,8336.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,9.028338763993148
2026,s408,5840.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,8.672486075822272
2027,s408,6944.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,8.845633256340186
2028,s408,8003.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,8.987571750367046
2029,s408,10579.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,9.266626182986775
2030,s409,4066.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,8.310414994188292
2031,s409,7818.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.9641840463529
2032,s409,7394.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.908424139496578
2033,s409,7267.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,8.891098830616636
2034,s409,9674.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.177197153382929
2035,s410,28209.0,Bayes Optimal Teacher,14.0,Congruent,Inference Scaffolding,test,10.247396354945186
2036,s410,20754.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.940494278165223
2037,s410,30553.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,10.327218159451137
2038,s410,10085.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,9.218804450388312
2039,s411,10775.0,Bayes Optimal Teacher,14.0,Congruent,No Scaffolding,test,9.28498391497195
2040,s411,18468.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.82379478362688
2041,s411,12524.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.435402082446297
2042,s411,7733.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,8.953252164609035
2043,s411,16558.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,9.71462464769875
2044,s412,6146.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.72355674269043
2045,s412,13395.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.502636781978708
2046,s412,8726.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,9.074062353683555
2047,s412,6742.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.816111895794005
2048,s412,9961.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.206432747145165
2049,s413,1057.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,6.963189985870238
2050,s413,4388.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,8.38662882139512
2051,s413,3373.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,8.12355783506165
2052,s413,3545.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,8.173293438966228
2053,s413,1933.0,Reward Heuristic,19.0,Incongruent,No Scaffolding,test,7.566828479208331
2054,s414,10569.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,9.265680467009346
2055,s414,6689.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,8.808219665118408
2056,s414,13761.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.529593783265282
2057,s414,6705.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,8.81060879571578
2058,s414,16977.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.739614765810634
2059,s415,11513.0,Reward Heuristic,15.0,Incongruent,Inference Scaffolding,test,9.351232110673664
2060,s415,7232.0,Reward Heuristic,16.0,Incongruent,Inference Scaffolding,test,8.886270902072013
2061,s415,9367.0,Reward Heuristic,17.0,Incongruent,Inference Scaffolding,test,9.14494815320913
2062,s415,4983.0,Reward Heuristic,18.0,Incongruent,Inference Scaffolding,test,8.513787398281405
2063,s415,12566.0,Reward Heuristic,19.0,Incongruent,Inference Scaffolding,test,9.438750032962892
2064,s416,44029.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,10.692603786704465
2065,s416,7651.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.942591637231851
2066,s416,37933.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,10.543576724621428
2067,s416,4806.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.477620416296414
2068,s416,27934.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,10.237599863865716
2069,s417,14610.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.589461504744746
2070,s417,25681.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,10.153506697855693
2071,s417,21706.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.985343999005961
2072,s417,16189.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,9.692087278241505
2073,s417,18759.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,9.839428916235407
2074,s418,19424.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.874264693859224
2075,s418,5064.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.529911963824013
2076,s418,7854.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.968778235137956
2077,s418,8184.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,9.009936307631463
2078,s418,17960.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.795902341856191
2079,s419,13664.0,Reward Heuristic,14.0,Incongruent,No Scaffolding,test,9.522519916028351
2080,s419,8369.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,9.032289682032873
2081,s419,7125.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,8.871365005136852
2082,s419,8264.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,9.019664010799474
2083,s419,10931.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,9.299358068293836
2084,s420,8051.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,8.993551586299981
2085,s420,4727.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.461046030793236
2086,s420,10197.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.229848838364227
2087,s420,7417.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.911529941736559
2088,s420,33078.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,10.406623687817738
2089,s421,6446.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,8.771215062375383
2090,s421,15840.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,9.670293665368417
2091,s421,17227.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,9.75423319944637
2092,s421,7653.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,8.942853006809921
2093,s421,27295.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,10.214458814215858
2094,s422,21392.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.970772299341725
2095,s422,8639.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.064042114358884
2096,s422,9104.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.116469156366112
