,subjID,edgeRT,model,trial,group,condition,block,logRT_ms
0,s0,9725.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,9.182455168486648
1,s0,10586.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.267287652417933
2,s0,7531.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.926783114101351
3,s0,8025.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.990316947998217
4,s0,21343.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.968479096043568
5,s1,7129.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,8.871926251117628
6,s1,5779.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,8.661985936317778
7,s1,9364.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,9.144627828610801
8,s1,7413.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,8.910990494656719
9,s1,9206.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,9.127610724377186
10,s2,5121.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,8.54110501146255
11,s2,2615.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,7.869019376499023
12,s2,1804.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,7.4977617006225685
13,s2,4697.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,8.454679286026995
14,s2,1903.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,7.551186867296149
15,s3,8903.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,9.094143577573671
16,s3,27125.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,10.208211090842761
17,s3,6435.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.769507120030227
18,s3,3022.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,8.013674142832684
19,s3,7036.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,8.85879510585745
20,s4,21379.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,9.970164410800407
21,s4,4106.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.32020459757888
22,s4,13345.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,9.498897061838624
23,s4,17161.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.750394646402302
24,s4,21611.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.980957723303026
25,s5,13878.0,Reward Heuristic,15.0,Congruent,Inference Scaffolding,test,9.538060131459494
26,s5,5066.0,Reward Heuristic,16.0,Congruent,Inference Scaffolding,test,8.53030683056162
27,s5,3313.0,Reward Heuristic,17.0,Congruent,Inference Scaffolding,test,8.105609402299896
28,s5,2929.0,Reward Heuristic,18.0,Congruent,Inference Scaffolding,test,7.982416346827733
29,s5,1987.0,Reward Heuristic,19.0,Congruent,Inference Scaffolding,test,7.594381242551817
30,s6,4784.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,8.473032295630468
31,s6,2237.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,7.71289096149013
32,s6,2521.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,7.83241092718792
33,s6,1968.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,7.584773077612199
34,s6,2370.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,7.7706452341291765
35,s7,4979.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,8.512984346642183
36,s7,6785.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,8.82246957226897
37,s7,14116.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.55506418479516
38,s7,6197.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,8.731820582962108
39,s7,10615.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.270023374137356
40,s8,8589.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.058237593766226
41,s8,5810.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.667335849845957
42,s8,2338.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,7.757051142032013
43,s8,3985.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.290292591224315
44,s8,5747.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,8.656433258507741
45,s9,18163.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.807141836749443
46,s9,6560.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.788745881938135
47,s9,4735.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.462737005620179
48,s9,6933.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,8.84404789894249
49,s9,16183.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.691716587516886
50,s10,6295.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,8.747510946478448
51,s10,8531.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,9.051461866908694
52,s10,6017.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,8.702344075220351
53,s10,6017.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,8.702344075220351
54,s10,5906.0,Reward Heuristic,19.0,Incongruent,No Scaffolding,test,8.683724062303869
55,s11,28120.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,10.244236345924602
56,s11,16936.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,9.737196812814702
57,s11,14687.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.594718027753862
58,s11,4527.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,8.417814747435958
59,s11,19200.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.862665558015873
60,s12,3046.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,8.021584533455107
61,s12,7471.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.918784137975802
62,s12,4515.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.415160465851086
63,s12,2929.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,7.982416346827733
64,s12,6443.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,8.770749549138642
65,s13,2798.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,7.936660155225426
66,s13,3894.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.267192185932146
67,s13,3345.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.11522197256233
68,s13,4893.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.495560891289124
69,s13,9475.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.156412029950626
70,s14,11384.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.339964139769688
71,s14,25650.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,10.152298850598916
72,s14,13420.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,9.504501410525673
73,s14,23740.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,10.07491666816366
74,s14,25755.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,10.156384061999686
75,s15,8367.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.032050676295599
76,s15,8908.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.094705028377259
77,s15,7984.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,8.9851948179913
78,s15,6635.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.800113946766308
79,s15,10070.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,9.217315985712608
80,s16,4114.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,8.322151070212902
81,s16,7830.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.965717788984849
82,s16,6657.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.803424211600703
83,s16,4587.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.430981494597171
84,s16,15567.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.65290856803585
85,s17,12816.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,9.458449669308141
86,s17,11506.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,9.350623917423238
87,s17,5176.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,8.551787836180736
88,s17,6649.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,8.802221746402456
89,s17,9106.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.116688815894728
90,s18,17212.0,Reward Heuristic,15.0,Congruent,Inference Scaffolding,test,9.75336209395849
91,s18,10086.0,Reward Heuristic,16.0,Congruent,Inference Scaffolding,test,9.21890360263667
92,s18,5962.0,Reward Heuristic,17.0,Congruent,Inference Scaffolding,test,8.693161274238017
93,s18,4230.0,Reward Heuristic,18.0,Congruent,Inference Scaffolding,test,8.349957272040324
94,s18,3838.0,Reward Heuristic,19.0,Congruent,Inference Scaffolding,test,8.252706676567644
95,s19,9496.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,9.158625936289503
96,s19,6429.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.768574284141687
97,s19,5689.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.646289764750648
98,s19,3367.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.121777419161074
99,s19,12905.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.465370112152714
100,s20,31580.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,10.360279287809632
101,s20,8705.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,9.07165285220229
102,s20,15758.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,9.665103451805633
103,s20,10035.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,9.213834261230438
104,s20,25674.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,10.153234085644872
105,s21,4553.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,8.423541635334782
106,s21,3922.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,8.274357006756292
107,s21,1466.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,7.290292882446597
108,s21,1570.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,7.358830898342354
109,s21,1762.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,7.474204806496124
110,s22,5577.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,8.626406276389554
111,s22,3352.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,8.117312461601975
112,s22,8880.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.091556835986216
113,s22,15153.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,9.625953811136162
114,s22,9801.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.19023970026918
115,s23,3261.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,8.089789175789319
116,s23,7014.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.855663430700124
117,s23,5082.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.53346016388011
118,s23,8311.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,9.025335217553026
119,s23,4470.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,8.405143687607614
120,s24,3349.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.116417072794205
121,s24,3047.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.021912778985708
122,s24,6188.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.730367211692958
123,s24,9567.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.166074955678168
124,s24,11099.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.31461029315198
125,s25,6142.0,Reward Heuristic,15.0,Incongruent,Inference Scaffolding,test,8.722905701000768
126,s25,9216.0,Reward Heuristic,16.0,Incongruent,Inference Scaffolding,test,9.128696382935672
127,s25,5677.0,Reward Heuristic,17.0,Incongruent,Inference Scaffolding,test,8.644178203170727
128,s25,3126.0,Reward Heuristic,18.0,Incongruent,Inference Scaffolding,test,8.047509510981422
129,s25,6368.0,Reward Heuristic,19.0,Incongruent,Inference Scaffolding,test,8.75904072752422
130,s26,27655.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,10.227561822428779
131,s26,8722.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,9.073603848402712
132,s26,3807.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.244596756382498
133,s26,18538.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,9.827577958435779
134,s26,26210.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,10.173896296317452
135,s27,9915.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,9.201804040953895
136,s27,11085.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.313348122050412
137,s27,7799.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.961750799330497
138,s27,8502.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.048056708918736
139,s27,14937.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.611596635310292
140,s28,14471.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,9.579901925737992
141,s28,6907.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,8.840290669088972
142,s28,15605.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,9.65534665470488
143,s28,12905.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,9.465370112152714
144,s28,17206.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,9.753013439181293
145,s29,3192.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,8.068402958569699
146,s29,3646.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.201385955238608
147,s29,4007.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.295798110636145
148,s29,2919.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,7.978996370854115
149,s29,2605.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,7.865187954187467
150,s30,7315.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,8.897682313454224
151,s30,3961.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.284251797621916
152,s30,3795.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.24143968982973
153,s30,4066.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,8.310414994188292
154,s30,13759.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.529448434427817
155,s31,13175.0,Reward Heuristic,14.0,Congruent,Reward Scaffolding,test,9.486076373409563
156,s31,27760.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,10.231351414620741
157,s31,3689.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,8.213110697596676
158,s31,6234.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,8.737773460327283
159,s32,11279.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.330697868639916
160,s32,17175.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.751210117090551
161,s32,22263.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,10.010681386638243
162,s32,8987.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,9.103534367658373
163,s32,8967.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,9.101306450952048
164,s33,7707.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,8.949884285777994
165,s33,8265.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,9.019785010255125
166,s33,7208.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,8.882946799288174
167,s33,3290.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,8.098642843759418
168,s33,12077.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,9.399058096275375
169,s34,26045.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,10.167581090179292
170,s34,13992.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,9.546241016698438
171,s34,19498.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,9.878067175189218
172,s34,8498.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,9.047586120674756
173,s34,19551.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,9.88078171500049
174,s35,3368.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.122074375362217
175,s35,15382.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.640953273616999
176,s35,5776.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.661466680572662
177,s35,5468.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.60666819784384
178,s35,9707.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.180602553712227
179,s36,40987.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,10.621010222237388
180,s36,3922.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.274357006756292
181,s36,8675.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.06820060481506
182,s36,12965.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,9.470008697972764
183,s36,7588.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,8.934323331054905
184,s37,6822.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.82790796297859
185,s37,14148.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.557328550325371
186,s37,7717.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.951180966457603
187,s37,6951.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.846640813100485
188,s37,9018.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.106977858981029
189,s38,7294.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.894807371368625
190,s38,6125.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.720134035412928
191,s38,5049.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.526945482858915
192,s38,5558.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.62299361030245
193,s38,12102.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.401126007182267
194,s39,5352.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,8.585225601808064
195,s39,7804.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,8.962391701743002
196,s39,7130.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,8.872066513408342
197,s39,4878.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,8.492490578775866
198,s39,6414.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,8.7662383802531
199,s40,5602.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.630878955820053
200,s40,2610.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,7.867105500316739
201,s40,3106.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.041091003708633
202,s40,5722.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.652073673610056
203,s40,26137.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,10.171107213950854
204,s41,1097.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,7.00033446027523
205,s41,2630.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,7.874739125171811
206,s41,3271.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.092851027538384
207,s41,2929.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,7.982416346827733
208,s41,6827.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,8.82864061741828
209,s42,6446.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,8.771215062375383
210,s42,7675.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.945723572455398
211,s42,14145.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.557116483735667
212,s42,6324.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.752107198329362
213,s42,15717.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,9.662498208076329
214,s43,13936.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.542230699092284
215,s43,10952.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,9.301277366968284
216,s43,13049.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,9.476466781462246
217,s43,6768.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.81996090128606
218,s43,14087.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.553007665260306
219,s44,7358.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,8.90354343566472
220,s44,7200.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.881836305004146
221,s44,6654.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,8.802973456578423
222,s44,7590.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.934586870389676
223,s44,9670.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,9.17678358844734
224,s45,13344.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,9.498822124598528
225,s45,7424.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.912473274466036
226,s45,6245.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.739536422559677
227,s45,4273.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.360071435644025
228,s45,14544.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.58493381641726
229,s46,9866.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.196849781793684
230,s46,11811.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,9.376786579611847
231,s46,11271.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,9.329988334242078
232,s46,6197.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.731820582962108
233,s46,13218.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.489334816030398
234,s47,31446.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,10.35602706803022
235,s47,20971.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,9.950895809931119
236,s47,16865.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.732995747495751
237,s47,19935.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,9.900232259815455
238,s47,12043.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.39623885726048
239,s48,14099.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,9.55385915186536
240,s48,4298.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,8.365905077202456
241,s48,4819.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,8.480321716640333
242,s48,7883.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,8.972463821059907
243,s48,15432.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,9.644198554585564
244,s49,23168.0,Reward Heuristic,15.0,Congruent,Inference Scaffolding,test,10.050527295185443
245,s49,16070.0,Reward Heuristic,16.0,Congruent,Inference Scaffolding,test,9.684709458731557
246,s49,7772.0,Reward Heuristic,17.0,Congruent,Inference Scaffolding,test,8.95828281049733
247,s49,4217.0,Reward Heuristic,18.0,Congruent,Inference Scaffolding,test,8.34687925374656
248,s49,28810.0,Reward Heuristic,19.0,Congruent,Inference Scaffolding,test,10.268477828078574
249,s50,7736.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,8.95364003713313
250,s50,11417.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.342858751676328
251,s50,4685.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,8.452121194672523
252,s50,4343.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.376320632534823
253,s50,10942.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,9.300363874623772
254,s51,3013.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.0106915391303
255,s51,10195.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.229652683008556
256,s51,4019.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.2987883944492
257,s51,10125.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.22276289197474
258,s51,12780.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.455636727931525
259,s52,11586.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,9.35755275165657
260,s52,3169.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,8.06117135969092
261,s52,2594.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,7.860956364876389
262,s52,7433.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,8.913684824725294
263,s52,16193.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,9.692334329073471
264,s53,7769.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,8.95789673495042
265,s53,12682.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,9.447938944259977
266,s53,3777.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.236685322712457
267,s53,4050.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.306472160100585
268,s53,11338.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.33591519488425
269,s54,7585.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.933927891782632
270,s54,5909.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.684231891345675
271,s54,4109.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.32093496888341
272,s54,3142.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,8.052614818815567
273,s54,12592.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.440816970657185
274,s55,27054.0,Bayes Optimal Teacher,14.0,Congruent,Inference Scaffolding,test,10.20559014764914
275,s55,15519.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.649820358671624
276,s55,12086.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,9.399803036921504
