,subjID,edgeRT,model,trial,group,block,logRT_ms
336,s69,3086.0,Reward Heuristic,20.0,Incongruent,test,8.034631032923107
337,s69,3261.0,Reward Heuristic,21.0,Incongruent,test,8.089789175789319
338,s69,4561.0,Reward Heuristic,22.0,Incongruent,test,8.4252971767117
339,s69,5936.0,Reward Heuristic,23.0,Incongruent,test,8.688790784847216
340,s69,1865.0,Reward Heuristic,24.0,Incongruent,test,7.5310163320779155
341,s70,6822.0,Reward Heuristic,19.0,Incongruent,test,8.82790796297859
342,s70,2292.0,Reward Heuristic,20.0,Incongruent,test,7.73718007783463
343,s70,12287.0,Reward Heuristic,21.0,Incongruent,test,9.416297071867572
344,s70,3312.0,Reward Heuristic,22.0,Incongruent,test,8.10530751550515
345,s70,2421.0,Reward Heuristic,23.0,Incongruent,test,7.791935956938058
346,s71,8079.0,Reward Heuristic,20.0,Congruent,test,8.997023381479709
347,s71,4170.0,Reward Heuristic,21.0,Congruent,test,8.335671314792847
348,s71,7009.0,Reward Heuristic,22.0,Congruent,test,8.854950316500325
349,s71,4819.0,Reward Heuristic,23.0,Congruent,test,8.480321716640333
350,s71,7638.0,Reward Heuristic,24.0,Congruent,test,8.940891067785461
351,s72,3265.0,Reward Heuristic,20.0,Congruent,test,8.09101504171053
352,s72,3874.0,Reward Heuristic,21.0,Congruent,test,8.262042843966942
353,s72,2640.0,Reward Heuristic,22.0,Congruent,test,7.878534196140362
354,s72,3654.0,Reward Heuristic,23.0,Congruent,test,8.203577736937952
355,s72,2302.0,Reward Heuristic,24.0,Congruent,test,7.741533589281828
356,s73,10615.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.270023374137356
357,s73,5155.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.54772239645106
358,s73,4404.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.390268497842571
359,s73,6958.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.847647355711887
360,s73,3515.0,Bayes Optimal Teacher,24.0,Incongruent,test,8.164794804244766
361,s74,2219.0,Bayes Optimal Teacher,20.0,Congruent,test,7.704811922932594
362,s74,1650.0,Bayes Optimal Teacher,21.0,Congruent,test,7.408530566894626
363,s74,2598.0,Bayes Optimal Teacher,22.0,Congruent,test,7.862497197230545
364,s74,1519.0,Bayes Optimal Teacher,23.0,Congruent,test,7.325807502595773
365,s74,9963.0,Bayes Optimal Teacher,24.0,Congruent,test,9.206633510044856
366,s75,8482.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.045701550034536
367,s75,8817.0,Bayes Optimal Teacher,21.0,Incongruent,test,9.084436955087027
368,s75,8441.0,Bayes Optimal Teacher,22.0,Incongruent,test,9.04085606398372
369,s75,7678.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.946114375560743
370,s75,5334.0,Bayes Optimal Teacher,24.0,Incongruent,test,8.58185670474196
371,s76,9665.0,Reward Heuristic,20.0,Congruent,test,9.17626639164243
372,s76,16228.0,Reward Heuristic,21.0,Congruent,test,9.694493424326337
373,s76,3652.0,Reward Heuristic,22.0,Congruent,test,8.20303024171486
374,s76,2866.0,Reward Heuristic,23.0,Congruent,test,7.960672608388117
375,s76,4318.0,Reward Heuristic,24.0,Congruent,test,8.370547611074752
376,s77,26859.0,Bayes Optimal Teacher,20.0,Incongruent,test,10.198356239302266
377,s77,13432.0,Bayes Optimal Teacher,21.0,Incongruent,test,9.505395198757377
378,s77,6474.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.775549434486189
379,s77,5903.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.683215975240689
380,s77,21095.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.95679132455844
381,s78,9790.0,Reward Heuristic,20.0,Congruent,test,9.189116735524555
382,s78,14329.0,Reward Heuristic,21.0,Congruent,test,9.570040734716603
383,s78,4834.0,Reward Heuristic,22.0,Congruent,test,8.483429561263428
384,s78,9065.0,Reward Heuristic,23.0,Congruent,test,9.112176123188952
385,s78,8054.0,Reward Heuristic,24.0,Congruent,test,8.9939241414114
386,s79,5390.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.592300663903043
387,s79,2340.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.757906208351747
388,s79,4277.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.361007108226909
389,s79,1658.0,Bayes Optimal Teacher,23.0,Incongruent,test,7.4133673356952405
390,s79,12086.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.399803036921504
391,s80,4598.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.433376705323127
392,s80,2261.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.72356247227797
393,s80,2987.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.00202481821611
394,s80,1536.0,Bayes Optimal Teacher,23.0,Incongruent,test,7.336936913707618
395,s80,2829.0,Bayes Optimal Teacher,24.0,Incongruent,test,7.947678571301568
396,s81,6505.0,Bayes Optimal Teacher,20.0,Congruent,test,8.780326390946605
397,s81,5159.0,Bayes Optimal Teacher,21.0,Congruent,test,8.54849804124465
398,s81,10747.0,Bayes Optimal Teacher,22.0,Congruent,test,9.282381924841154
399,s81,7472.0,Bayes Optimal Teacher,23.0,Congruent,test,8.918917979908679
400,s81,13406.0,Bayes Optimal Teacher,24.0,Congruent,test,9.503457646917903
401,s82,10311.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.240966565517944
402,s82,4804.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.477204183199873
403,s82,3433.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.141189793457691
404,s82,4128.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.325548307161398
405,s82,8949.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.099297073182859
406,s83,12157.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.405660414555793
407,s83,2994.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.004365564979574
408,s83,2644.0,Bayes Optimal Teacher,22.0,Incongruent,test,7.880048200971577
409,s83,11196.0,Bayes Optimal Teacher,23.0,Incongruent,test,9.323311850635344
410,s83,6810.0,Bayes Optimal Teacher,24.0,Incongruent,test,8.826147399143558
411,s84,5705.0,Reward Heuristic,20.0,Incongruent,test,8.649098262296176
412,s84,1982.0,Reward Heuristic,21.0,Incongruent,test,7.591861714889934
413,s84,1891.0,Reward Heuristic,22.0,Incongruent,test,7.544861068658458
414,s84,2702.0,Reward Heuristic,23.0,Incongruent,test,7.9017475185201445
415,s84,3386.0,Reward Heuristic,24.0,Incongruent,test,8.12740456269308
416,s85,3987.0,Bayes Optimal Teacher,20.0,Congruent,test,8.290794347381356
417,s85,6086.0,Bayes Optimal Teacher,21.0,Congruent,test,8.713746330456916
418,s85,6292.0,Bayes Optimal Teacher,22.0,Congruent,test,8.747034264178168
419,s85,2601.0,Bayes Optimal Teacher,23.0,Congruent,test,7.8636512654486515
420,s85,8536.0,Bayes Optimal Teacher,24.0,Congruent,test,9.05204779298159
421,s86,9327.0,Bayes Optimal Teacher,20.0,Congruent,test,9.140668698726863
422,s86,10787.0,Bayes Optimal Teacher,21.0,Congruent,test,9.28609698437543
423,s86,8543.0,Bayes Optimal Teacher,22.0,Congruent,test,9.052867513151618
424,s86,12240.0,Bayes Optimal Teacher,23.0,Congruent,test,9.412464556066316
425,s86,11284.0,Bayes Optimal Teacher,24.0,Congruent,test,9.331141072121888
426,s87,6828.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.828787083914332
427,s87,7055.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.861491864286915
428,s87,8394.0,Bayes Optimal Teacher,22.0,Incongruent,test,9.035272443893536
429,s87,3783.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.23827262463303
430,s87,5551.0,Bayes Optimal Teacher,24.0,Incongruent,test,8.621733370690162
431,s88,4214.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.346167594364134
432,s88,2465.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.80994708647679
433,s88,2550.0,Bayes Optimal Teacher,22.0,Incongruent,test,7.843848638152472
434,s88,3722.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.222016437202196
435,s88,2797.0,Bayes Optimal Teacher,24.0,Incongruent,test,7.936302693201959
436,s89,4566.0,Reward Heuristic,18.0,Congruent,test,8.42639282708974
437,s89,4643.0,Reward Heuristic,19.0,Congruent,test,8.443115988019922
438,s89,9240.0,Reward Heuristic,20.0,Congruent,test,9.131297164635729
439,s89,3005.0,Reward Heuristic,21.0,Congruent,test,8.008032846969307
440,s89,4163.0,Reward Heuristic,22.0,Congruent,test,8.333991247194975
441,s90,9850.0,Reward Heuristic,20.0,Incongruent,test,9.195226734166134
442,s90,1894.0,Reward Heuristic,21.0,Incongruent,test,7.546446273746024
443,s90,2239.0,Reward Heuristic,22.0,Incongruent,test,7.713784616598755
444,s90,2294.0,Reward Heuristic,23.0,Incongruent,test,7.738052297689316
445,s90,1227.0,Reward Heuristic,24.0,Incongruent,test,7.112327444710911
446,s91,7150.0,Bayes Optimal Teacher,19.0,Congruent,test,8.874867635688053
447,s91,11172.0,Bayes Optimal Teacher,20.0,Congruent,test,9.321165927065067
448,s91,19963.0,Bayes Optimal Teacher,21.0,Congruent,test,9.901635839172654
449,s91,17091.0,Bayes Optimal Teacher,22.0,Congruent,test,9.746307288148506
450,s91,6654.0,Bayes Optimal Teacher,23.0,Congruent,test,8.802973456578423
451,s92,1853.0,Bayes Optimal Teacher,20.0,Incongruent,test,7.52456122628536
452,s92,1538.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.338238150065589
453,s92,1075.0,Bayes Optimal Teacher,22.0,Incongruent,test,6.980075940561763
454,s92,13479.0,Bayes Optimal Teacher,23.0,Incongruent,test,9.508888197738269
455,s92,9711.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.181014542594355
456,s93,4246.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.353732642263202
457,s93,10103.0,Bayes Optimal Teacher,21.0,Incongruent,test,9.220587688427733
458,s93,8081.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.997270906233448
459,s93,4869.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.4906438561827
460,s93,11176.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.321523900936798
461,s94,7222.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.884887201837403
462,s94,7184.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.879611609982035
463,s94,14533.0,Bayes Optimal Teacher,22.0,Incongruent,test,9.58417720462617
464,s94,6129.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.720786883485731
465,s94,9470.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.155884186180124
466,s95,10300.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.239899174217728
467,s95,6360.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.757783656334167
468,s95,8402.0,Bayes Optimal Teacher,22.0,Incongruent,test,9.036225051729327
469,s95,7786.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.960082528170402
470,s95,9677.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.177507214880942
471,s96,8848.0,Reward Heuristic,20.0,Congruent,test,9.087946723762116
472,s96,4066.0,Reward Heuristic,21.0,Congruent,test,8.310414994188292
473,s96,5703.0,Reward Heuristic,22.0,Congruent,test,8.648747631156539
474,s96,6471.0,Reward Heuristic,23.0,Congruent,test,8.775085935057266
475,s96,9714.0,Reward Heuristic,24.0,Congruent,test,9.18132342290569
476,s97,21607.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.98077261524567
477,s97,7342.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.90136656405678
478,s97,15643.0,Bayes Optimal Teacher,22.0,Incongruent,test,9.657778811561771
479,s97,8827.0,Bayes Optimal Teacher,23.0,Incongruent,test,9.085570485020233
480,s97,13059.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.477232830220407
481,s98,10496.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.25874951118387
482,s98,2889.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.968665700466235
483,s98,6599.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.794673401383422
484,s98,9685.0,Bayes Optimal Teacher,23.0,Incongruent,test,9.178333575841096
485,s98,10986.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.304377013902565
486,s99,10232.0,Reward Heuristic,20.0,Congruent,test,9.23327534325868
487,s99,11681.0,Reward Heuristic,21.0,Congruent,test,9.365718869155696
488,s99,7814.0,Reward Heuristic,22.0,Congruent,test,8.963672275615016
489,s99,7116.0,Reward Heuristic,23.0,Congruent,test,8.870101048785726
490,s99,13091.0,Reward Heuristic,24.0,Congruent,test,9.479680250180099
491,s100,1691.0,Bayes Optimal Teacher,20.0,Incongruent,test,7.43307534889858
492,s100,1315.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.181591944611865
493,s100,4407.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.390949464841986
494,s100,1463.0,Bayes Optimal Teacher,23.0,Incongruent,test,7.288244401020124
495,s100,8391.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.03491498187007
496,s101,7773.0,Bayes Optimal Teacher,20.0,Congruent,test,8.958411469230219
497,s101,9325.0,Bayes Optimal Teacher,21.0,Congruent,test,9.140454244512016
498,s101,4877.0,Bayes Optimal Teacher,22.0,Congruent,test,8.492285555710053
499,s101,5715.0,Bayes Optimal Teacher,23.0,Congruent,test,8.65084957622891
500,s101,5406.0,Bayes Optimal Teacher,24.0,Congruent,test,8.595264726836392
501,s102,6749.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.817149624743406
502,s102,4908.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.498621805830801
503,s102,5633.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.636397438894713
504,s102,5644.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.638348312972704
505,s102,7648.0,Bayes Optimal Teacher,24.0,Incongruent,test,8.942199454731238
506,s103,6188.0,Bayes Optimal Teacher,20.0,Congruent,test,8.730367211692958
507,s103,4647.0,Bayes Optimal Teacher,21.0,Congruent,test,8.443977129084978
508,s103,14174.0,Bayes Optimal Teacher,22.0,Congruent,test,9.5591645793702
509,s103,3359.0,Bayes Optimal Teacher,23.0,Congruent,test,8.119398589612294
510,s103,15267.0,Bayes Optimal Teacher,24.0,Congruent,test,9.633448915256942
511,s105,8693.0,Reward Heuristic,20.0,Congruent,test,9.070273383079064
512,s105,5542.0,Reward Heuristic,21.0,Congruent,test,8.620110725422924
513,s105,2970.0,Reward Heuristic,22.0,Congruent,test,7.996317231796746
514,s105,4270.0,Reward Heuristic,23.0,Congruent,test,8.35936910622267
515,s105,3174.0,Reward Heuristic,24.0,Congruent,test,8.062747901086354
516,s106,3336.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.112527763478637
517,s106,1736.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.459338895220296
518,s106,1384.0,Bayes Optimal Teacher,22.0,Incongruent,test,7.232733136177615
519,s106,1591.0,Bayes Optimal Teacher,23.0,Incongruent,test,7.372118028337787
520,s106,12646.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.445096238618559
521,s107,6266.0,Bayes Optimal Teacher,20.0,Congruent,test,8.742893471512136
522,s107,4692.0,Bayes Optimal Teacher,21.0,Congruent,test,8.453614209773367
523,s107,5094.0,Bayes Optimal Teacher,22.0,Congruent,test,8.535818655539403
524,s107,4292.0,Bayes Optimal Teacher,23.0,Congruent,test,8.36450810375059
525,s107,12096.0,Bayes Optimal Teacher,24.0,Congruent,test,9.400630098419315
526,s108,8461.0,Reward Heuristic,20.0,Congruent,test,9.0432226489245
527,s108,3661.0,Reward Heuristic,21.0,Congruent,test,8.205491613120236
528,s108,5777.0,Reward Heuristic,22.0,Congruent,test,8.661639795781266
529,s108,16419.0,Reward Heuristic,23.0,Congruent,test,9.706194479812028
530,s108,3020.0,Reward Heuristic,24.0,Congruent,test,8.013012110368916
531,s109,7922.0,Reward Heuristic,20.0,Incongruent,test,8.977398978181862
532,s109,17442.0,Reward Heuristic,21.0,Incongruent,test,9.76663636978693
533,s109,20919.0,Reward Heuristic,22.0,Incongruent,test,9.948413115889121
534,s109,15230.0,Reward Heuristic,23.0,Incongruent,test,9.631022445889208
535,s109,10190.0,Reward Heuristic,24.0,Incongruent,test,9.229162126216771
536,s110,10728.0,Reward Heuristic,19.0,Congruent,test,9.280612424961515
537,s110,4191.0,Reward Heuristic,20.0,Congruent,test,8.340694647925071
538,s110,6282.0,Reward Heuristic,21.0,Congruent,test,8.745443680098592
539,s110,6752.0,Reward Heuristic,22.0,Congruent,test,8.817594036275793
540,s110,10441.0,Reward Heuristic,23.0,Congruent,test,9.25349564229011
541,s111,2755.0,Bayes Optimal Teacher,20.0,Incongruent,test,7.9211727215870145
542,s111,1894.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.546446273746024
543,s111,1524.0,Bayes Optimal Teacher,22.0,Incongruent,test,7.329093736246592
544,s111,1915.0,Bayes Optimal Teacher,23.0,Incongruent,test,7.557472901614746
545,s111,1427.0,Bayes Optimal Teacher,24.0,Incongruent,test,7.2633296174768365
546,s112,3914.0,Reward Heuristic,20.0,Incongruent,test,8.272315147956022
547,s112,4143.0,Reward Heuristic,21.0,Incongruent,test,8.329175442077402
548,s112,1805.0,Reward Heuristic,22.0,Incongruent,test,7.498315870766981
549,s112,6529.0,Reward Heuristic,23.0,Incongruent,test,8.784009071186633
550,s113,15212.0,Bayes Optimal Teacher,19.0,Incongruent,test,9.62983986904815
551,s113,15647.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.658034484302057
552,s113,13267.0,Bayes Optimal Teacher,21.0,Incongruent,test,9.493035027916918
553,s113,18796.0,Bayes Optimal Teacher,22.0,Incongruent,test,9.841399360222706
554,s113,15749.0,Bayes Optimal Teacher,23.0,Incongruent,test,9.664532150174582
555,s114,7778.0,Reward Heuristic,20.0,Incongruent,test,8.959054514715692
556,s114,8195.0,Reward Heuristic,21.0,Incongruent,test,9.01127949117793
557,s114,4708.0,Reward Heuristic,22.0,Incongruent,test,8.457018468380168
558,s114,2915.0,Reward Heuristic,23.0,Incongruent,test,7.977625098784593
559,s114,3188.0,Reward Heuristic,24.0,Incongruent,test,8.067149039910106
560,s115,1397.0,Reward Heuristic,20.0,Incongruent,test,7.242082359256962
561,s115,2087.0,Reward Heuristic,21.0,Incongruent,test,7.643482907077201
562,s115,1659.0,Reward Heuristic,22.0,Incongruent,test,7.413970290190444
563,s115,3447.0,Reward Heuristic,23.0,Incongruent,test,8.145259566516865
564,s115,2543.0,Reward Heuristic,24.0,Incongruent,test,7.841099765422119
565,s116,21395.0,Bayes Optimal Teacher,20.0,Congruent,test,9.970912528850917
566,s116,9616.0,Bayes Optimal Teacher,21.0,Congruent,test,9.17118365677499
567,s116,3613.0,Bayes Optimal Teacher,22.0,Congruent,test,8.19229373114764
568,s116,7750.0,Bayes Optimal Teacher,23.0,Congruent,test,8.955448122347393
569,s116,4656.0,Bayes Optimal Teacher,24.0,Congruent,test,8.445911989411274
570,s117,4630.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.440312147080279
571,s117,5950.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.691146498539675
572,s117,7655.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.943114308091785
573,s117,11782.0,Bayes Optimal Teacher,23.0,Incongruent,test,9.374328222081633
574,s117,18051.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.800956363888462
575,s118,8112.0,Bayes Optimal Teacher,20.0,Congruent,test,9.001099725830965
576,s118,3152.0,Bayes Optimal Teacher,21.0,Congruent,test,8.05579245097777
577,s118,2313.0,Bayes Optimal Teacher,22.0,Congruent,test,7.746300662231439
578,s118,1766.0,Bayes Optimal Teacher,23.0,Congruent,test,7.476472381163905
579,s118,2424.0,Bayes Optimal Teacher,24.0,Congruent,test,7.793174347189205
580,s119,7879.0,Reward Heuristic,20.0,Congruent,test,8.971956271245688
581,s119,6422.0,Reward Heuristic,21.0,Congruent,test,8.76748487464946
582,s119,2480.0,Reward Heuristic,22.0,Congruent,test,7.8160138391590275
583,s119,2358.0,Reward Heuristic,23.0,Congruent,test,7.765569081097317
584,s119,10994.0,Reward Heuristic,24.0,Congruent,test,9.305104948420606
585,s120,7545.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.928640371201949
586,s120,13995.0,Bayes Optimal Teacher,21.0,Incongruent,test,9.546455401949554
587,s120,5044.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.52595469708481
588,s120,10981.0,Bayes Optimal Teacher,23.0,Incongruent,test,9.303921785597714
589,s120,11957.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.38907215991958
590,s121,9204.0,Reward Heuristic,20.0,Incongruent,test,9.127393451155257
591,s121,6900.0,Reward Heuristic,21.0,Incongruent,test,8.83927669058535
592,s121,10186.0,Reward Heuristic,22.0,Incongruent,test,9.22876950744455
593,s121,6726.0,Reward Heuristic,23.0,Incongruent,test,8.813735892300215
594,s121,6453.0,Reward Heuristic,24.0,Incongruent,test,8.77230041793584
595,s122,9390.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.147400572202308
596,s122,1905.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.552237287560802
597,s122,1212.0,Bayes Optimal Teacher,22.0,Incongruent,test,7.10002716662926
598,s122,1459.0,Bayes Optimal Teacher,23.0,Incongruent,test,7.285506548522785
599,s122,13513.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.511407464038086
600,s123,24466.0,Reward Heuristic,20.0,Congruent,test,10.105039677606861
601,s123,13722.0,Reward Heuristic,21.0,Congruent,test,9.526755663250837
602,s123,10764.0,Reward Heuristic,22.0,Congruent,test,9.283962511846797
603,s123,24203.0,Reward Heuristic,23.0,Congruent,test,10.094231871403661
604,s123,17042.0,Reward Heuristic,24.0,Congruent,test,9.743436164387901
605,s124,4456.0,Bayes Optimal Teacher,20.0,Congruent,test,8.40200678160712
606,s124,2869.0,Bayes Optimal Teacher,21.0,Congruent,test,7.9617188159813645
607,s124,5095.0,Bayes Optimal Teacher,22.0,Congruent,test,8.536014945656826
608,s124,3061.0,Bayes Optimal Teacher,23.0,Congruent,test,8.026496938945412
609,s124,8093.0,Bayes Optimal Teacher,24.0,Congruent,test,8.998754769495703
610,s125,16535.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.713234625415893
611,s125,8614.0,Bayes Optimal Teacher,21.0,Incongruent,test,9.061144065614055
612,s125,6070.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.711113884053544
613,s125,4687.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.452547997922705
614,s125,5533.0,Bayes Optimal Teacher,24.0,Incongruent,test,8.618485442898109
615,s126,8057.0,Bayes Optimal Teacher,19.0,Congruent,test,8.994296557777195
616,s126,11302.0,Bayes Optimal Teacher,20.0,Congruent,test,9.33273498018979
617,s126,6741.0,Bayes Optimal Teacher,21.0,Congruent,test,8.815963560853438
618,s126,2773.0,Bayes Optimal Teacher,22.0,Congruent,test,7.927685045615778
619,s126,9975.0,Bayes Optimal Teacher,23.0,Congruent,test,9.207837241758064
620,s127,8329.0,Reward Heuristic,20.0,Congruent,test,9.02749867993534
621,s127,11813.0,Reward Heuristic,21.0,Congruent,test,9.37695589894852
622,s127,9116.0,Reward Heuristic,22.0,Congruent,test,9.117786390365575
623,s127,6490.0,Reward Heuristic,23.0,Congruent,test,8.778017809698136
624,s127,13146.0,Reward Heuristic,24.0,Congruent,test,9.483872808823522
625,s128,3396.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.130353547431238
626,s128,2314.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.746732907753622
627,s128,1592.0,Bayes Optimal Teacher,22.0,Incongruent,test,7.3727463664043285
628,s128,1904.0,Bayes Optimal Teacher,23.0,Incongruent,test,7.55171221535131
629,s128,14310.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.568713872550497
630,s129,7898.0,Bayes Optimal Teacher,18.0,Incongruent,test,8.974364841846596
631,s129,9305.0,Bayes Optimal Teacher,19.0,Incongruent,test,9.13830716907635
632,s129,14658.0,Bayes Optimal Teacher,20.0,Incongruent,test,9.592741540485795
633,s129,12659.0,Bayes Optimal Teacher,21.0,Incongruent,test,9.446123703636829
634,s129,4941.0,Bayes Optimal Teacher,22.0,Incongruent,test,8.50532301884575
635,s130,9066.0,Bayes Optimal Teacher,20.0,Congruent,test,9.112286431500795
636,s130,4420.0,Bayes Optimal Teacher,21.0,Congruent,test,8.393894975071744
637,s130,10996.0,Bayes Optimal Teacher,22.0,Congruent,test,9.305286849285137
638,s130,2690.0,Bayes Optimal Teacher,23.0,Congruent,test,7.897296472595885
639,s130,15031.0,Bayes Optimal Teacher,24.0,Congruent,test,9.617870014133226
640,s131,7112.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.86953877719374
641,s131,7826.0,Bayes Optimal Teacher,21.0,Incongruent,test,8.965206802770357
642,s131,9047.0,Bayes Optimal Teacher,22.0,Incongruent,test,9.110188490025742
643,s131,8282.0,Bayes Optimal Teacher,23.0,Incongruent,test,9.021839764105513
644,s131,6342.0,Bayes Optimal Teacher,24.0,Incongruent,test,8.754949455098293
645,s132,3336.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.112527763478637
646,s132,2607.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.865955413933502
647,s132,8550.0,Bayes Optimal Teacher,22.0,Incongruent,test,9.053686561930807
648,s132,3516.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.165079258805068
649,s132,7536.0,Bayes Optimal Teacher,24.0,Incongruent,test,8.927446816256198
650,s133,8733.0,Reward Heuristic,20.0,Congruent,test,9.074864232413733
651,s133,9342.0,Reward Heuristic,21.0,Congruent,test,9.142275641062053
652,s133,8234.0,Reward Heuristic,22.0,Congruent,test,9.01602720232985
653,s133,11690.0,Reward Heuristic,23.0,Congruent,test,9.366489054466115
654,s134,26775.0,Bayes Optimal Teacher,19.0,Congruent,test,10.19522389531595
655,s134,4033.0,Bayes Optimal Teacher,20.0,Congruent,test,8.302265794873367
656,s134,22068.0,Bayes Optimal Teacher,21.0,Congruent,test,10.001883874392322
657,s134,6890.0,Bayes Optimal Teacher,22.0,Congruent,test,8.837826364007704
658,s134,6337.0,Bayes Optimal Teacher,23.0,Congruent,test,8.754160749323518
659,s135,3547.0,Reward Heuristic,20.0,Congruent,test,8.173857454773621
660,s135,2308.0,Reward Heuristic,21.0,Congruent,test,7.744136627627991
661,s135,1890.0,Reward Heuristic,22.0,Congruent,test,7.5443321080536885
662,s135,1360.0,Reward Heuristic,23.0,Congruent,test,7.215239978730097
663,s135,2854.0,Reward Heuristic,24.0,Congruent,test,7.956476798036782
664,s136,6458.0,Bayes Optimal Teacher,18.0,Congruent,test,8.77307495131822
665,s136,7460.0,Bayes Optimal Teacher,19.0,Congruent,test,8.917310693197807
666,s136,11169.0,Bayes Optimal Teacher,20.0,Congruent,test,9.320897362540826
667,s136,2913.0,Bayes Optimal Teacher,21.0,Congruent,test,7.976938756959434
668,s135,2854.0,Reward Heuristic,24.0,Congruent,test,7.956476798036782
669,s137,5819.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.66888370465667
670,s137,2333.0,Bayes Optimal Teacher,21.0,Incongruent,test,7.75491027202143
671,s137,2897.0,Bayes Optimal Teacher,22.0,Incongruent,test,7.9714309977693505
672,s137,3668.0,Bayes Optimal Teacher,23.0,Incongruent,test,8.207401833376355
673,s137,15086.0,Bayes Optimal Teacher,24.0,Incongruent,test,9.621522440413576
674,s138,6377.0,Bayes Optimal Teacher,20.0,Incongruent,test,8.760453046315272
